Variable_A,Variable_B,n,df,r_rm,CI_95%,p_val,p_adj,is_significant
"Ethanolamine, 3TMS",MMP-3,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Glyceric acid,MMP-3,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
2-OH-Butanoic Acid,Osteocalcin,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
3-OH-Butanoic Acid,Osteocalcin,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Decanoic acid,Osteocalcin,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Glutamic Acid,Osteocalcin,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Linoleic Acid,Osteocalcin,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Methionine,Osteocalcin,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Proline,Osteocalcin,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Serine,Osteocalcin,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Stearic Acid,Osteocalcin,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Tyrosine,Osteocalcin,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Methyl galactoside,Osteocalcin,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
N-Acetylglutamine,Osteocalcin,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Oxalic acid,Osteocalcin,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Tyrosine,Osteopontin,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
2-Keto-3-methylvaleric acid,Osteopontin,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
L-5-Oxoproline,Osteopontin,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
L-Aspartic acid,Osteopontin,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
L-Norvaline,Osteopontin,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
N-Acetylglutamine,Osteopontin,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Glutamine [-H2O],Pentraxin-3,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Lysine,Pentraxin-3,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Tryptophan,Pentraxin-3,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
1-Monooleoylglycerol,Pentraxin-3,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
N-Acetylglutamine,Pentraxin-3,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Glyceraldehyde-3-P(MOX),sTNF-R1,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Butanoic acid,sTNF-R1,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
"Ethanolamine, 2TMS",sTNF-R1,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
"Ethanolamine, 3TMS",sTNF-R1,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Glyceric acid,sTNF-R1,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Glycerol,sTNF-R1,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
L-Alanine,sTNF-R1,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
2-OH-Butanoic Acid,sTNF-R2,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Glutamine [-H2O],sTNF-R2,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Linoleic Acid,sTNF-R2,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Tyrosine,sTNF-R2,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
L-5-Oxoproline,sTNF-R2,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Oxalic acid,sTNF-R2,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Arachidonic acid,TWEAK/TNFSF12,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Arginine [-NH3],TWEAK/TNFSF12,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Ornithine,TWEAK/TNFSF12,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
2-Aminoadipic acid,TWEAK/TNFSF12,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
beta-Alanine,TWEAK/TNFSF12,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
L-Proline,TWEAK/TNFSF12,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
L-Rhamnose,TWEAK/TNFSF12,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
3-OH-Butanoic Acid,Pentraxin-3,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Ascorbic Acid,Pentraxin-3,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Glutamic Acid,Pentraxin-3,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
L-5-Oxoproline,Pentraxin-3,30,29,0.133333333,"[-0.23, 0.47]",0.474569513,0.838798936,FALSE
Citric acid,IL-12(p70),30,29,0.118771137,"[-0.25, 0.45]",0.524533162,0.885594192,FALSE
Citric acid,IL-29/IFN-lambda1,30,29,0.118771137,"[-0.25, 0.45]",0.524533162,0.885594192,FALSE
Cysteine,IFN-y,30,29,0.114208048,"[-0.25, 0.45]",0.540696974,0.885594192,FALSE
1-Monopalmitin,IFN-y,30,29,0.114208048,"[-0.25, 0.45]",0.540696974,0.885594192,FALSE
2-OH-Butanoic Acid,IFN-y,30,29,0.114208048,"[-0.25, 0.45]",0.540696974,0.885594192,FALSE
Cholesterol,IFN-y,30,29,0.114208048,"[-0.25, 0.45]",0.540696974,0.885594192,FALSE
Glyceraldehyde-3-P(MOX),IFN-y,30,29,0.114208048,"[-0.25, 0.45]",0.540696974,0.885594192,FALSE
Oleic Acid,IFN-y,30,29,0.114208048,"[-0.25, 0.45]",0.540696974,0.885594192,FALSE
Tyrosine,IFN-y,30,29,0.114208048,"[-0.25, 0.45]",0.540696974,0.885594192,FALSE
Valine,IFN-y,30,29,0.114208048,"[-0.25, 0.45]",0.540696974,0.885594192,FALSE
Glycerol,IFN-y,30,29,0.114208048,"[-0.25, 0.45]",0.540696974,0.885594192,FALSE
L-Alanine,IFN-y,30,29,0.114208048,"[-0.25, 0.45]",0.540696974,0.885594192,FALSE
L-Norvaline,IFN-y,30,29,0.114208048,"[-0.25, 0.45]",0.540696974,0.885594192,FALSE
Methyl galactoside,IFN-y,30,29,0.114208048,"[-0.25, 0.45]",0.540696974,0.885594192,FALSE
Nonanoic acid,IFN-y,30,29,0.114208048,"[-0.25, 0.45]",0.540696974,0.885594192,FALSE
Oxalic acid,IFN-y,30,29,0.114208048,"[-0.25, 0.45]",0.540696974,0.885594192,FALSE
Asparagine,IL-35,30,29,0.109253556,"[-0.25, 0.45]",0.558509846,0.885594192,FALSE
Indole-3-Propionic Acid,IL-35,30,29,0.109253556,"[-0.25, 0.45]",0.558509846,0.885594192,FALSE
Glycine,IL-35,30,29,0.109253556,"[-0.25, 0.45]",0.558509846,0.885594192,FALSE
Indole-3-Latic Acid,IL-35,30,29,0.109253556,"[-0.25, 0.45]",0.558509846,0.885594192,FALSE
"11-Eicosenoic acid, (E)-",IL-35,30,29,0.109253556,"[-0.25, 0.45]",0.558509846,0.885594192,FALSE
Arachidonic acid,APRIL/TNFSF13,30,29,0.105409255,"[-0.26, 0.44]",0.572514564,0.885594192,FALSE
Cholesterol,APRIL/TNFSF13,30,29,0.105409255,"[-0.26, 0.44]",0.572514564,0.885594192,FALSE
Cysteine,APRIL/TNFSF13,30,29,0.105409255,"[-0.26, 0.44]",0.572514564,0.885594192,FALSE
Glutamic Acid,APRIL/TNFSF13,30,29,0.105409255,"[-0.26, 0.44]",0.572514564,0.885594192,FALSE
Glyceraldehyde-3-P(MOX),APRIL/TNFSF13,30,29,0.105409255,"[-0.26, 0.44]",0.572514564,0.885594192,FALSE
Leucine,APRIL/TNFSF13,30,29,0.105409255,"[-0.26, 0.44]",0.572514564,0.885594192,FALSE
Tryptophan,APRIL/TNFSF13,30,29,0.105409255,"[-0.26, 0.44]",0.572514564,0.885594192,FALSE
2-Aminoadipic acid,APRIL/TNFSF13,30,29,0.105409255,"[-0.26, 0.44]",0.572514564,0.885594192,FALSE
beta-Alanine,APRIL/TNFSF13,30,29,0.105409255,"[-0.26, 0.44]",0.572514564,0.885594192,FALSE
beta-D-Xylopyranose,APRIL/TNFSF13,30,29,0.105409255,"[-0.26, 0.44]",0.572514564,0.885594192,FALSE
Glyceric acid,APRIL/TNFSF13,30,29,0.105409255,"[-0.26, 0.44]",0.572514564,0.885594192,FALSE
Oxalic acid,APRIL/TNFSF13,30,29,0.105409255,"[-0.26, 0.44]",0.572514564,0.885594192,FALSE
Ascorbic Acid,MMP-1,30,29,0.105409255,"[-0.26, 0.44]",0.572514564,0.885594192,FALSE
Cholesterol,MMP-1,30,29,0.105409255,"[-0.26, 0.44]",0.572514564,0.885594192,FALSE
Cysteine,MMP-1,30,29,0.105409255,"[-0.26, 0.44]",0.572514564,0.885594192,FALSE
Leucine,MMP-1,30,29,0.105409255,"[-0.26, 0.44]",0.572514564,0.885594192,FALSE
Lysine,MMP-1,30,29,0.105409255,"[-0.26, 0.44]",0.572514564,0.885594192,FALSE
Palmitic Acid,MMP-1,30,29,0.105409255,"[-0.26, 0.44]",0.572514564,0.885594192,FALSE
Threonine,MMP-1,30,29,0.105409255,"[-0.26, 0.44]",0.572514564,0.885594192,FALSE
Glyceric acid,MMP-1,30,29,0.105409255,"[-0.26, 0.44]",0.572514564,0.885594192,FALSE
Methyl galactoside,MMP-1,30,29,0.105409255,"[-0.26, 0.44]",0.572514564,0.885594192,FALSE
Citric acid,sCD163,30,29,0.105279361,"[-0.26, 0.44]",0.572990511,0.885594192,FALSE
Glycine,sCD163,30,29,0.105279361,"[-0.26, 0.44]",0.572990511,0.885594192,FALSE
Indole-3-Latic Acid,IL-12(p40),30,29,0.105279361,"[-0.26, 0.44]",0.572990511,0.885594192,FALSE
Indole-3-Propionic Acid,IL-12(p40),30,29,0.105279361,"[-0.26, 0.44]",0.572990511,0.885594192,FALSE
"11-Eicosenoic acid, (E)-",IL-12(p40),30,29,0.105279361,"[-0.26, 0.44]",0.572990511,0.885594192,FALSE
Indole-3-Propionic Acid,IL-19,30,29,0.105279361,"[-0.26, 0.44]",0.572990511,0.885594192,FALSE
"11-Eicosenoic acid, (E)-",IL-19,30,29,0.105279361,"[-0.26, 0.44]",0.572990511,0.885594192,FALSE
4-Aminobutanoic acid,IL-19,30,29,0.105279361,"[-0.26, 0.44]",0.572990511,0.885594192,FALSE
Citric acid,MMP-3,30,29,0.101709526,"[-0.26, 0.44]",0.586139787,0.885594192,FALSE
Glyceraldehyde-3-P(MOX),TSLP,30,29,0.101709526,"[-0.26, 0.44]",0.586139787,0.885594192,FALSE
Threonine,TSLP,30,29,0.101709526,"[-0.26, 0.44]",0.586139787,0.885594192,FALSE
Glycolic acid,TSLP,30,29,0.101709526,"[-0.26, 0.44]",0.586139787,0.885594192,FALSE
1H-Indole-3-Acetic Acid,BAFF/TNFSF13B,30,29,0.101709526,"[-0.26, 0.44]",0.586139787,0.885594192,FALSE
DL-Ornithine,BAFF/TNFSF13B,30,29,0.101709526,"[-0.26, 0.44]",0.586139787,0.885594192,FALSE
Indole-3-Propionic Acid,sCD30/TNFRSF8,30,29,0.101709526,"[-0.26, 0.44]",0.586139787,0.885594192,FALSE
Indole-3-Propionic Acid,Chitinase 3-like1,30,29,0.101709526,"[-0.26, 0.44]",0.586139787,0.885594192,FALSE
Indole-3-Propionic Acid,gp130/sIL-6Rb,30,29,0.101709526,"[-0.26, 0.44]",0.586139787,0.885594192,FALSE
DL-Ornithine,sIL-6Ra,30,29,0.101709526,"[-0.26, 0.44]",0.586139787,0.885594192,FALSE
Palmitic Acid,IL-10,30,29,0.101709526,"[-0.26, 0.44]",0.586139787,0.885594192,FALSE
beta-Alanine,IL-10,30,29,0.101709526,"[-0.26, 0.44]",0.586139787,0.885594192,FALSE
Butanoic acid,IL-10,30,29,0.101709526,"[-0.26, 0.44]",0.586139787,0.885594192,FALSE
Erythritol,IL-10,30,29,0.101709526,"[-0.26, 0.44]",0.586139787,0.885594192,FALSE
"Ethanolamine, 2TMS",IL-10,30,29,0.101709526,"[-0.26, 0.44]",0.586139787,0.885594192,FALSE
Citric acid,Osteocalcin,30,29,0.101709526,"[-0.26, 0.44]",0.586139787,0.885594192,FALSE
Glycine,Osteopontin,30,29,0.101709526,"[-0.26, 0.44]",0.586139787,0.885594192,FALSE
DL-Ornithine,Pentraxin-3,30,29,0.101709526,"[-0.26, 0.44]",0.586139787,0.885594192,FALSE
Citric acid,sTNF-R1,30,29,0.101709526,"[-0.26, 0.44]",0.586139787,0.885594192,FALSE
Ascorbic Acid,TSLP,30,29,0.101709526,"[-0.26, 0.44]",0.586139787,0.885594192,FALSE
1-Monooleoylglycerol,TSLP,30,29,0.101709526,"[-0.26, 0.44]",0.586139787,0.885594192,FALSE
beta-Alanine,TSLP,30,29,0.101709526,"[-0.26, 0.44]",0.586139787,0.885594192,FALSE
beta-D-Xylopyranose,TSLP,30,29,0.101709526,"[-0.26, 0.44]",0.586139787,0.885594192,FALSE
L-(+)-Erythrulose,TSLP,30,29,0.101709526,"[-0.26, 0.44]",0.586139787,0.885594192,FALSE
L-Proline,IL-10,30,29,0.101709526,"[-0.26, 0.44]",0.586139787,0.885594192,FALSE
L-Rhamnose,IL-10,30,29,0.101709526,"[-0.26, 0.44]",0.586139787,0.885594192,FALSE
"11-Eicosenoic acid, (E)-",IL-26,30,29,0.09589266,"[-0.27, 0.44]",0.607844736,0.885594192,FALSE
Citric acid,IL-28A/IFN-lambda2,30,29,0.079180758,"[-0.28, 0.42]",0.671996961,0.885594192,FALSE
Indole-3-Propionic Acid,IL-28A/IFN-lambda2,30,29,0.079180758,"[-0.28, 0.42]",0.671996961,0.885594192,FALSE
"11-Eicosenoic acid, (E)-",IL-12(p70),30,29,0.079180758,"[-0.28, 0.42]",0.671996961,0.885594192,FALSE
Alanine,IL-28A/IFN-lambda2,30,29,0.077849894,"[-0.28, 0.42]",0.677212193,0.885594192,FALSE
Glycolic acid,IL-28A/IFN-lambda2,30,29,0.077849894,"[-0.28, 0.42]",0.677212193,0.885594192,FALSE
Proline,IL-28A/IFN-lambda2,30,29,0.077849894,"[-0.28, 0.42]",0.677212193,0.885594192,FALSE
Threonine,IL-28A/IFN-lambda2,30,29,0.077849894,"[-0.28, 0.42]",0.677212193,0.885594192,FALSE
Glutamic Acid,IL-28A/IFN-lambda2,30,29,0.077849894,"[-0.28, 0.42]",0.677212193,0.885594192,FALSE
Tryptophan,IL-28A/IFN-lambda2,30,29,0.077849894,"[-0.28, 0.42]",0.677212193,0.885594192,FALSE
Decanoic acid,IL-29/IFN-lambda1,30,29,0.077849894,"[-0.28, 0.42]",0.677212193,0.885594192,FALSE
Glycolic acid,IL-29/IFN-lambda1,30,29,0.077849894,"[-0.28, 0.42]",0.677212193,0.885594192,FALSE
Oxalic acid,IL-28A/IFN-lambda2,30,29,0.077849894,"[-0.28, 0.42]",0.677212193,0.885594192,FALSE
Valine,IL-29/IFN-lambda1,30,29,0.077849894,"[-0.28, 0.42]",0.677212193,0.885594192,FALSE
Cysteine,IL-12(p70),30,29,0.077849894,"[-0.28, 0.42]",0.677212193,0.885594192,FALSE
Lactic Acid.1,IL-12(p70),30,29,0.077849894,"[-0.28, 0.42]",0.677212193,0.885594192,FALSE
Tyrosine,IL-28A/IFN-lambda2,30,29,0.077849894,"[-0.28, 0.42]",0.677212193,0.885594192,FALSE
beta-Alanine,IL-28A/IFN-lambda2,30,29,0.077849894,"[-0.28, 0.42]",0.677212193,0.885594192,FALSE
Proline,IL-29/IFN-lambda1,30,29,0.077849894,"[-0.28, 0.42]",0.677212193,0.885594192,FALSE
Lactic Acid.1,IL-29/IFN-lambda1,30,29,0.077849894,"[-0.28, 0.42]",0.677212193,0.885594192,FALSE
Nonanoic acid,IL-29/IFN-lambda1,30,29,0.077849894,"[-0.28, 0.42]",0.677212193,0.885594192,FALSE
L-Alanine,IL-12(p70),30,29,0.077849894,"[-0.28, 0.42]",0.677212193,0.885594192,FALSE
Ornithine,IL-29/IFN-lambda1,30,29,0.077849894,"[-0.28, 0.42]",0.677212193,0.885594192,FALSE
L-Alanine,IL-29/IFN-lambda1,30,29,0.077849894,"[-0.28, 0.42]",0.677212193,0.885594192,FALSE
Alanine,IL-12(p70),30,29,0.077849894,"[-0.28, 0.42]",0.677212193,0.885594192,FALSE
Arginine [-NH3],IL-29/IFN-lambda1,30,29,0.077849894,"[-0.28, 0.42]",0.677212193,0.885594192,FALSE
Ascorbic Acid,IL-12(p70),30,29,0.077849894,"[-0.28, 0.42]",0.677212193,0.885594192,FALSE
Cholesterol,IL-29/IFN-lambda1,30,29,0.077849894,"[-0.28, 0.42]",0.677212193,0.885594192,FALSE
Arachidonic acid,IL-12(p70),30,29,0.077849894,"[-0.28, 0.42]",0.677212193,0.885594192,FALSE
L-Aspartic acid,IL-12(p70),30,29,0.077849894,"[-0.28, 0.42]",0.677212193,0.885594192,FALSE
L-Aspartic acid,IL-29/IFN-lambda1,30,29,0.077849894,"[-0.28, 0.42]",0.677212193,0.885594192,FALSE
Indole-3-Propionic Acid,IFN-y,30,29,0.077440309,"[-0.28, 0.42]",0.678820195,0.885594192,FALSE
"2,3,4-Trihydroxybutyric acid",IL-35,30,29,0.072835704,"[-0.29, 0.42]",0.696991447,0.885594192,FALSE
4-Aminobutanoic acid,IL-35,30,29,0.072835704,"[-0.29, 0.42]",0.696991447,0.885594192,FALSE
"1,3-Dioxolane-2-methanol",IL-35,30,29,0.071611487,"[-0.29, 0.42]",0.701850937,0.885594192,FALSE
Valine,IL-35,30,29,0.071611487,"[-0.29, 0.42]",0.701850937,0.885594192,FALSE
Nonanoic acid,IL-35,30,29,0.071611487,"[-0.29, 0.42]",0.701850937,0.885594192,FALSE
Lysine,IL-35,30,29,0.071611487,"[-0.29, 0.42]",0.701850937,0.885594192,FALSE
"2,3-Butanediol",IFN-a2,30,29,0.071611487,"[-0.29, 0.42]",0.701850937,0.885594192,FALSE
Glyceraldehyde-3-P(MOX),IL-35,30,29,0.071611487,"[-0.29, 0.42]",0.701850937,0.885594192,FALSE
Tryptophan,IL-35,30,29,0.071611487,"[-0.29, 0.42]",0.701850937,0.885594192,FALSE
1-Ethyl-1-tetradecyloxy-1-silacyclohexane,IL-35,30,29,0.071611487,"[-0.29, 0.42]",0.701850937,0.885594192,FALSE
Threonine,IFN-a2,30,29,0.071611487,"[-0.29, 0.42]",0.701850937,0.885594192,FALSE
Glycerol-3-P,IL-35,30,29,0.071611487,"[-0.29, 0.42]",0.701850937,0.885594192,FALSE
Ethyl alpha-D-glucopyranoside,IL-35,30,29,0.071611487,"[-0.29, 0.42]",0.701850937,0.885594192,FALSE
Methyl galactoside,IFN-a2,30,29,0.071611487,"[-0.29, 0.42]",0.701850937,0.885594192,FALSE
"Ethanolamine, 2TMS",IL-35,30,29,0.071611487,"[-0.29, 0.42]",0.701850937,0.885594192,FALSE
L-5-Oxoproline,IFN-a2,30,29,0.071611487,"[-0.29, 0.42]",0.701850937,0.885594192,FALSE
Tyrosine,IL-35,30,29,0.071611487,"[-0.29, 0.42]",0.701850937,0.885594192,FALSE
1-Monooleoylglycerol,IL-35,30,29,0.071611487,"[-0.29, 0.42]",0.701850937,0.885594192,FALSE
L-Aspartic acid,IFN-a2,30,29,0.071611487,"[-0.29, 0.42]",0.701850937,0.885594192,FALSE
3-OH-Butanoic Acid,IL-35,30,29,0.071611487,"[-0.29, 0.42]",0.701850937,0.885594192,FALSE
Campesterol,IL-35,30,29,0.071611487,"[-0.29, 0.42]",0.701850937,0.885594192,FALSE
Arachidonic acid,IL-35,30,29,0.071611487,"[-0.29, 0.42]",0.701850937,0.885594192,FALSE
Cholesterol,IL-35,30,29,0.071611487,"[-0.29, 0.42]",0.701850937,0.885594192,FALSE
Glyceric acid,IL-35,30,29,0.071611487,"[-0.29, 0.42]",0.701850937,0.885594192,FALSE
Indole-3-Propionic Acid,MMP-1,30,29,0.071474169,"[-0.29, 0.42]",0.702396744,0.885594192,FALSE
Glycine,APRIL/TNFSF13,30,29,0.071474169,"[-0.29, 0.42]",0.702396744,0.885594192,FALSE
4-Aminobutanoic acid,APRIL/TNFSF13,30,29,0.071474169,"[-0.29, 0.42]",0.702396744,0.885594192,FALSE
4-Aminobutanoic acid,IL-12(p40),30,29,0.070186241,"[-0.29, 0.41]",0.707522982,0.885594192,FALSE
1-Monopalmitin,IL-12(p40),30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
Palmitelaidic acid,sCD163,30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
Ornithine,IL-12(p40),30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
Serine,IL-12(p40),30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
Arginine [-NH3],IL-12(p40),30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
Butanoic acid,IL-12(p40),30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
Glycerol,IL-12(p40),30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
L-Norvaline,IL-12(p40),30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
Arachidonic acid.1,sCD163,30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
Leucine,IL-12(p40),30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
"Ethanolamine, 2TMS",sCD163,30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
Linoleic Acid,IL-12(p40),30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
2-Keto-3-methylvaleric acid,IL-12(p40),30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
Glycolic acid,IL-19,30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
Glycolic acid,IL-20,30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
Oxalic acid,sCD163,30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
Dodecanoic acid,IL-19,30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
L-Proline,sCD163,30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
Valine,IL-20,30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
3-OH-Butanoic Acid,sCD163,30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
Glyceric acid,IL-12(p40),30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
Proline,IL-20,30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
Campesterol,sCD163,30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
L-Rhamnose,sCD163,30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
Alanine,IL-20,30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
L-Alanine,IL-20,30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
Methionine,IL-19,30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
N-Acetylglutamine,IL-19,30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
Glutamine [-H2O],IL-20,30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
Oxalic acid,IL-19,30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
Ethyl alpha-D-glucopyranoside,IL-20,30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
Oxalic acid,IL-20,30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
"9-Hexadecenoic acid, (Z)-",IL-19,30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
Arachidonic acid,IL-20,30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
L-(+)-Erythrulose,IL-19,30,29,0.069006556,"[-0.29, 0.41]",0.712229438,0.885594192,FALSE
"2,3,4-Trihydroxybutyric acid",TSLP,30,29,0.068965517,"[-0.29, 0.41]",0.712393353,0.885594192,FALSE
1H-Indole-3-Acetic Acid,TSLP,30,29,0.068965517,"[-0.29, 0.41]",0.712393353,0.885594192,FALSE
Aminomalonic acid,IL-10,30,29,0.068965517,"[-0.29, 0.41]",0.712393353,0.885594192,FALSE
L-Alanine,sCD30/TNFRSF8,30,29,0.066666667,"[-0.29, 0.41]",0.721595268,0.885594192,FALSE
Ornithine,Osteocalcin,30,29,0.066666667,"[-0.29, 0.41]",0.721595268,0.885594192,FALSE
Glyceraldehyde-3-P(MOX),Osteopontin,30,29,0.066666667,"[-0.29, 0.41]",0.721595268,0.885594192,FALSE
Glyceraldehyde-3-P(MOX),Chitinase 3-like1,30,29,0.066666667,"[-0.29, 0.41]",0.721595268,0.885594192,FALSE
beta-D-Xylopyranose,Chitinase 3-like1,30,29,0.066666667,"[-0.29, 0.41]",0.721595268,0.885594192,FALSE
Dodecanoic acid,gp130/sIL-6Rb,30,29,0.066666667,"[-0.29, 0.41]",0.721595268,0.885594192,FALSE
Dodecanoic acid,sIL-6Ra,30,29,0.066666667,"[-0.29, 0.41]",0.721595268,0.885594192,FALSE
Decanoic acid,MMP-2,30,29,0.066666667,"[-0.29, 0.41]",0.721595268,0.885594192,FALSE
Decanoic acid,MMP-3,30,29,0.066666667,"[-0.29, 0.41]",0.721595268,0.885594192,FALSE
Palmitic Acid,Osteopontin,30,29,0.066666667,"[-0.29, 0.41]",0.721595268,0.885594192,FALSE
Glyceraldehyde-3-P(MOX),sTNF-R2,30,29,0.066666667,"[-0.29, 0.41]",0.721595268,0.885594192,FALSE
L-Alanine,sTNF-R2,30,29,0.066666667,"[-0.29, 0.41]",0.721595268,0.885594192,FALSE
Decanoic acid,TWEAK/TNFSF12,30,29,0.066666667,"[-0.29, 0.41]",0.721595268,0.885594192,FALSE
2-OH-Butanoic Acid,BAFF/TNFSF13B,30,29,0.066666667,"[-0.29, 0.41]",0.721595268,0.885594192,FALSE
Methionine,BAFF/TNFSF13B,30,29,0.066666667,"[-0.29, 0.41]",0.721595268,0.885594192,FALSE
Proline,BAFF/TNFSF13B,30,29,0.066666667,"[-0.29, 0.41]",0.721595268,0.885594192,FALSE
L-Norvaline,BAFF/TNFSF13B,30,29,0.066666667,"[-0.29, 0.41]",0.721595268,0.885594192,FALSE
